,Species,Family,Common_name,Locality,Status,Extinct
3994,matroka,Vespertilionidae,Malagasy Serotine,"Madagascar, Ambositra, Betsileo, 1,100 m (2031'S, 4715'E).",Data Deficiency,False
3995,nasutus,Vespertilionidae,Sind Bat,"Pakistan, Sind, Shikarpur, E of Rohri.",Vulnerable,False
3996,nilssonii,Vespertilionidae,Northern Bat,Sweden.,Lower risk,False
3997,pachyotis,Vespertilionidae,Thick-eared Bat,"India, Assam (= Meghalaya), Khasi Hills.",Lower risk,False
3998,platyops,Vespertilionidae,Lagos Serotine,"Nigeria, Western Region, Lagos.",Vulnerable,False
3999,serotinus,Vespertilionidae,Common Serotine,France.,Lower risk,False
4000,tatei,Vespertilionidae,Sombre Bat,"India, Darjeeling.",Data Deficiency,False
4001,blanfordi,Vespertilionidae,Blanford's Bat,"Burma, E of Moulmein, Tenasserim.",Lower risk,False
4002,doriae,Vespertilionidae,False Serotine Bat,"Malaysia, Borneo, Sarawak.",Endangered,False
4003,gaskelli,Vespertilionidae,Gaskell's False Serotine,"Indonesia, Sulawesi, Central R. Ranu (0151'S, 12130'E).",Vulnerable,False
4004,tickelli,Vespertilionidae,Tickell's Bat,"India, Bihar, Chaibassa (restricted by J. Anderson, 1881).",Lower risk,False
4005,tomesi,Vespertilionidae,Large False Serotine,"Malaysia, Malacca.",Lower risk,False
4006,atratus,Vespertilionidae,Handley's Red Bat,"Surinam, Zuid River, Kaiserberg Airport.",Data Deficiency,False
4007,blossevillii,Vespertilionidae,Red Bat (known as the Western Red Bat in North America),"Uruguay, Montevideo.",Lower risk,False
4008,borealis,Vespertilionidae,Eastern Red Bat,"USA, New York.",Lower risk,False
4009,castaneus,Vespertilionidae,Tacarcunan Bat,"Panama, Darien, Ro Pucro, Tacarcuna Village, 3,200 ft. (1,066 m).",Vulnerable,False
4010,cinereus,Vespertilionidae,Hoary Bat,"USA, Pennsylvania, Philadelphia.",Lower risk,False
4011,degelidus,Vespertilionidae,Jamaican Red Bat,"Jamaica, District of Vere, Suttons.",Not evaluated,False
4012,ebenus,Vespertilionidae,Blackish Red Bat,"Brazil, So Paulo, Parque Estadual da Ilha do Cardoso, 2505'S, 4759'W.",Vulnerable,False
4013,ega,Vespertilionidae,Southern Yellow Bat,"Brazil, Amazonas, Ega.",Lower risk,False
4014,egregius,Vespertilionidae,Big Red Bat,"Brazil, Santa Catarina.",Lower risk,False
4015,insularis,Vespertilionidae,Cuban Yellow Bat,"Cuba, Las Villas Province, Cienfuegos.",Not evaluated,False
4016,intermedius,Vespertilionidae,Northern Yellow Bat,"Mexico, Tamaulipas, Matamoros.",Lower risk,False
4017,minor,Vespertilionidae,Minor Red Bat,"Haiti, Vote lglise, a cave near Jacmel road a few km N Trouin, 1,350 ft. (450 m).",Not evaluated,False
4018,pfeifferi,Vespertilionidae,Pfeiffer's Red Bat,"Cuba, Trinidad.",Not evaluated,False
4019,salinae,Vespertilionidae,Saline Red Bat,"Argentina, Crdoba Province, Cruz del Eje.",Not evaluated,False
4020,seminolus,Vespertilionidae,Seminole Bat,"USA, Florida, Pinellas Co., Tarpon Springs.",Lower risk,False
4021,varius,Vespertilionidae,Cinnamon Red Bat,"Chile, Antuco.",Not evaluated,False
4022,xanthinus,Vespertilionidae,Western Yellow Bat,"Mexico, Baja California, Sierra Laguna.",Lower risk,False
4023,schlieffeni,Vespertilionidae,Schlieffen's Twilight Bat,"Egypt, Cairo.",Lower risk,False
4024,aenobarbus,Vespertilionidae,Temmincks Mysterious Bat,"""Amrique mridionale.""",Not evaluated,False
4025,cubanus,Vespertilionidae,Cuban Evening Bat,"Cuba, Matanzas, near Crdenas.",Not evaluated,False
4026,humeralis,Vespertilionidae,Evening Bat,"USA, Kentucky.",Lower risk,False
4027,aeneus,Vespertilionidae,Yucatan Yellow Bat,"Mexico, Yucatn, Chichn-Itz, 10 m.",Not evaluated,False
4028,alleni,Vespertilionidae,Allen's Yellow Bat,"Mexico, Jalisco, near Autlan, Santa Rosalia.",Lower risk,False
4029,genowaysi,Vespertilionidae,Genoways's Yellow Bat,"Mexico, Chiapas, 23.6 mi. (42 km) NW Huixtla.",Vulnerable,False
4030,gracilis,Vespertilionidae,Slender Yellow Bat,"Mexico, Puebla, Piaxtla, 1,100 m.",Lower risk,False
4031,hussoni,Vespertilionidae,Husson's Yellow Bat,"Surinam, Nickerie Dist., Sipaliwini Airstrip.",Not evaluated,False
4032,io,Vespertilionidae,Thomas's Yellow Bat,"Venezuela, Carabobo, Valencia.",Not evaluated,False
4033,minutilla,Vespertilionidae,Tiny Yellow Bat,"Venezuela, Margarita Isl.",Lower risk,False
4034,mira,Vespertilionidae,Least Yellow Bat,"Mexico, Michoacan, 20 km N El Infernillo.",Endangered,False
4035,parvula,Vespertilionidae,Little Yellow Bat,"Mexico, Nayarit, Trs Maras Isls.",Lower risk,False
4036,tumida,Vespertilionidae,Black-winged Little Yellow Bat,"Mexico, Veracruz, Mirador.",Lower risk,False
4037,rueppellii,Vespertilionidae,Rppell's Broad-nosed Bat,"Australia, New South Wales, Sydney.",Lower risk,False
4038,albigula,Vespertilionidae,White-throated Lesser House Bat,"Kenya, Mount Elgon.",Not evaluated,False
4039,albofuscus,Vespertilionidae,Light-winged Lesser House Bat,"Gambia, Bathurst.",Lower risk,False
4040,hindei,Vespertilionidae,Hinde's Lesser House Bat,"Kenya, Kitui.",Not evaluated,False
4041,hirundo,Vespertilionidae,Dark-winged Lesser House Bat,"Ghana, Gambaga.",Lower risk,False
4042,pallidus,Vespertilionidae,Desert Yellow Lesser House Bat,"Pakistan, Punjab, Lahore, Mian Mir.",Lower risk,False
4043,ornatus,Vespertilionidae,Harlequin Bat,"India, Assam, Khasi Hills, Cherrapunji.",Lower risk,False
4044,borbonicus,Vespertilionidae,Runion House Bat,Runion Isl (France).,Endangered,False
4045,celebensis,Vespertilionidae,Sulawesi Yellow House Bat,"Indonesia, N Sulawesi, Toli Toli.",Data Deficiency,False
4046,collinus,Vespertilionidae,Sody's Yellow House Bat,"Indonesia, Bali, SW Bali, Djembrana, ca. 50 m.",Not evaluated,False
4047,dinganii,Vespertilionidae,Yellow-bellied House Bat,"South Africa, KwaZulu-Natal Prov., Port Natal (= Durban).",Lower risk,False
4048,heathii,Vespertilionidae,Greater Asiatic Yellow House Bat,"India, Madras.",Lower risk,False
4049,kuhlii,Vespertilionidae,Lesser Asiatic Yellow House Bat,"""India"".",Lower risk,False
4050,leucogaster,Vespertilionidae,White-bellied House Bat,"Sudan, Kordofan, Brunnen Nedger (Nedger Well = Bir Nedger).",Lower risk,False
4051,nigrita,Vespertilionidae,Giant House Bat,Senegal.,Lower risk,False
4052,nucella,Vespertilionidae,Robbins's House Bat,"Ghana, Eastern Region, 1 mi N Nkawkaw.",Not evaluated,False
4053,nux,Vespertilionidae,Nut-colored House Bat,"Cameroon, Efulen.",Lower risk,False
4054,robustus,Vespertilionidae,Robust House Bat,Madagascar.,Lower risk,False
4055,viridis,Vespertilionidae,Green House Bat,"Mozambique, Mozambique Isl, 15S.",Lower risk,False
4056,balstoni,Vespertilionidae,Western Broad-nosed Bat,"Australia, Western Australia, Laverton, North Pool, 503 m.",Lower risk,False
4057,greyii,Vespertilionidae,Little Broad-nosed Bat,"Australia, Northern Territory, Port Essington.",Lower risk,False
4058,orion,Vespertilionidae,Orion Broad-nosed Bat,"Australia, New South Wales, Sydney",Lower risk,False
4059,sanborni,Vespertilionidae,Northern Broad-nosed Bat,"Papua New Guinea, Milne Bay Prov., East Cape.",Lower risk,False
4060,arnhemensis,Vespertilionidae,Northern Long-eared Bat,"Australia, Northern Territory, Cape Arnhem Peninsula, S of Yirkala, Rocky Bay. (1213'S, 3647'E).",Lower risk,False
4061,bifax,Vespertilionidae,Bifax Long-eared Bat,"Australia, Queensland, Herberton.",Lower risk,False
4062,geoffroyi,Vespertilionidae,Lesser Long-eared Bat,"Australia, Western Australia, King George Sound.",Lower risk,False
4063,gouldi,Vespertilionidae,Gould's Long-eared Bat,"Australia, Queensland, Moreton Bay.",Lower risk,False
4064,heran,Vespertilionidae,Sundan Long-eared Bat,"Indonesia, Lesser Sundas (Nusa Tenggara), Lembata Isl (= Lomblen Isl), Desa Hadakewa, Kampong Merdeka (0822'S, 12331'E; restricted by Corbet and Hill, 1992).",Endangered,False
4065,howensis,Vespertilionidae,Lord Howe Island Long-eared Bat,"Australia, Lord Howe Isl, North Bay.",Extinct,False
4066,microdon,Vespertilionidae,Small-toothed Long-eared Bat,"Papua New Guinea, Western Highlands (?) Prov., Welya (W of Hagen Range, 7,000 ft. (2,134 m)).",Vulnerable,False
4067,microtis,Vespertilionidae,New Guinea Long-eared Bat,"Papua New Guinea, Central Prov., Astrolabe Range, Sogeri.",Lower risk,False
4068,nebulosus,Vespertilionidae,New Caledonian Long-eared Bat,"New Caledonia, Nouma, southwestern slopes of Mt. Koghis, 150 m N of Station d'Altitude car park, 2210'37""S, 16630'12""E, 430 m.",Vulnerable,False
4069,timoriensis,Vespertilionidae,Greater Long-eared Bat,"Indonesia, Timor (uncertain).",Lower risk,False
4070,walkeri,Vespertilionidae,Pygmy Long-eared Bat,"Australia, Northern Territory, Adelaide River.",Lower risk,False
4071,imogene,Vespertilionidae,Thomas's Big-eared Bat,"Papua New Guinea, Central Prov., Lower Kemp Welch River, Kamali.",Endangered,False
4072,javanus,Vespertilionidae,Javan Thick-thumbed Bat,"Indonesia, Java, West Java, Mt. Pangeango.",Endangered,False
4073,tylopus,Vespertilionidae,Common Thick-thumbed Bat,"Malaysia, N Boreneo, Sabah.",Lower risk,False
4074,aviator,Vespertilionidae,Birdlike Noctule,"Japan, Honshu, Tokyo.",Lower risk,False
4075,azoreum,Vespertilionidae,Azores Noctule,"Portugal, Azores, St. Michael.",Vulnerable,False
4076,furvus,Vespertilionidae,Japanese Noctule,"Japan, Iwate Pref., Shimohei-gun, Iwaizumi-Machi, Kado, 300 m.",Not evaluated,False
4077,lasiopterus,Vespertilionidae,Giant Noctule,"Northern Italy, ?Pisa (uncertain).",Lower risk,False
4078,leisleri,Vespertilionidae,Leisler's Noctule,"Germany, Hessen, Hanau.",Lower risk,False
4079,montanus,Vespertilionidae,Mountain Noctule,"India, Uttar Pradesh, Dehra Dun, Mussooree.",Lower risk,False
4080,noctula,Vespertilionidae,Noctule,France.,Lower risk,False
4081,plancyi,Vespertilionidae,Chinese Noctule,"China, Peking.",Not evaluated,False
4082,abramus,Vespertilionidae,Japanese Pipistrelle,"Japan, Kyushu, Nagasaki.",Lower risk,False
4083,adamsi,Vespertilionidae,Adams's Pipistrelle,"Australia, Queensland, Cape York, 40 km E Archer River Crossing, 1327'S, 14318'E.",Lower risk,False
4084,aero,Vespertilionidae,Mt. Gargues Pipistrelle,"Kenya, Mathews Range, Mt. Gargues.",Data Deficiency,False
4085,angulatus,Vespertilionidae,Angulate Pipistrelle,"Duke of York Isl, between New Britain and New Ireland (New Hebrides, = Vanuatu).",Lower risk,False
4086,ceylonicus,Vespertilionidae,Kelaart's Pipistrelle,"Sri Lanka, Trincomalee.",Lower risk,False
4087,collinus,Vespertilionidae,Greater Papuan Pipistrelle,"British Papua (= Papua New Guinea), head of Mambare River, Bihagi, 804'S, 14801'E.",Lower risk,False
4088,coromandra,Vespertilionidae,Indian Pipistrelle,"India, Coromandel Coast, Pondicherry.",Lower risk,False
4089,deserti,Vespertilionidae,Desert Pipistrelle,"Libya, Fezzan, Murzuk.",Lower risk,False
4090,endoi,Vespertilionidae,Endo's Pipistrelle,"Japan, Honshu, Iwate Pref., Ninohe-Gun, Ashiro-cho, Horobe.",Endangered,False
4091,hesperidus,Vespertilionidae,Dusky Pipistrelle,"Not definitely identifiable, although known to be from the Red Sea coast of Africa; probably Ethiopia, probably Shewa Province [= Shoa] (see discussion in Kock, 2001<i>b</i>).",Not evaluated,False
4092,hesperus,Vespertilionidae,Western Pipistrelle,"USA, California, Imperial Co., Old Fort Yuma.",Lower risk,False
4093,inexspectatus,Vespertilionidae,Aellen's Pipistrelle,"Cameroon, Upper Benoue Valley, Ngaaouyanga.",Lower risk,False
4094,javanicus,Vespertilionidae,Javan Pipistrelle,"Indonesia, Java.",Lower risk,False
4095,kuhlii,Vespertilionidae,Kuhl's Pipistrelle,"Italy, Friuli-Venezia Giulia, Trieste.",Lower risk,False
4096,maderensis,Vespertilionidae,Madeiran Pipistrelle,"Madeira Isls, Madeira Isl (Portugal).",Vulnerable,False
4097,minahassae,Vespertilionidae,Minahassa Pipistrelle,"Indonesia, Sulawesi, Minahassa, Tomohon.",Data Deficiency,False
4098,nanulus,Vespertilionidae,Tiny Pipistrelle,"Cameroon, Efulen.",Lower risk,False
4099,nathusii,Vespertilionidae,Nathusius's Pipistrelle,"Germany, Berlin.",Lower risk,False
4100,papuanus,Vespertilionidae,Lesser Papuan Pipistrelle,"Indonesia, Prov. of Papua, Salawati Isl.",Lower risk,False
4101,paterculus,Vespertilionidae,Mount Popa Pipistrelle,"Burma, Mt. Popa.",Lower risk,False
4102,permixtus,Vespertilionidae,Dar-es-Salaam Pipistrelle,"Tanzania, Dar-es-Salaam.",Data Deficiency,False
4103,pipistrellus,Vespertilionidae,Common Pipistrelle,France.,Lower risk,False
4104,pygmaeus,Vespertilionidae,Soprano Pipistrelle,"England, Devonshire, Dartmoor.",Not evaluated,False
4105,rueppellii,Vespertilionidae,Rppell's Pipistrelle,"Sudan, Northern Province, Dongola.",Lower risk,False
4106,rusticus,Vespertilionidae,Rusty Pipistrelle,"Namibia, Damaraland, Olifants Vlei.",Lower risk,False
4107,stenopterus,Vespertilionidae,Narrow-winged Pipistrelle,"Malaysia, Borneo, Sarawak.",Lower risk,False
